Type of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Day Type,Day Part,Name of Metro Area,Average Daily Zone Traffic (StL Index),Percent by Home Location
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Milwaukee-Waukesha-West Allis, WI",3404,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Grand Forks, ND-MN",3404,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Kansas City, MO-KS",3404,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Hutchinson, MN",3404,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Menomonie, WI",3404,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Dallas-Fort Worth-Arlington, TX",3404,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Bismarck, ND",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Phoenix-Mesa-Glendale, AZ",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Seattle-Tacoma-Bellevue, WA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Owatonna, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Washington-Arlington-Alexandria, DC-VA-MD-WV",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Tucson, AZ",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Austin-Round Rock-San Marcos, TX",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Wausau, WI",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Willmar, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"New Ulm, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Albert Lea, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"La Crosse, WI-MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Rapid City, SD",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Omaha-Council Bluffs, NE-IA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Cedar Rapids, IA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Bemidji, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Tulsa, OK",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Waterloo-Cedar Falls, IA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Winona, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Fergus Falls, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Detroit-Warren-Livonia, MI",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Alexandria, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Atlanta-Sandy Springs-Marietta, GA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Boston-Cambridge-Quincy, MA-NH",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Denver-Aurora-Broomfield, CO",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Mason City, IA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Iowa City, IA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Watertown, SD",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Tampa-St. Petersburg-Clearwater, FL",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Columbus, OH",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"San Diego-Carlsbad-San Marcos, CA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Charlotte-Gastonia-Rock Hill, NC-SC",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"San Antonio-New Braunfels, TX",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Baltimore-Towson, MD",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"St. Louis, MO-IL",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Baraboo, WI",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"New York-Northern New Jersey-Long Island, NY-NJ-PA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Raleigh-Cary, NC",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Peoria, IL",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Minot, ND",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Green Bay, WI",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Houston-Sugar Land-Baytown, TX",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Fayetteville-Springdale-Rogers, AR-MO",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Marshall, MN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Indianapolis-Carmel, IN",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Laramie, WY",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Appleton, WI",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"Stevens Point, WI",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),2: Recreation Hours (8am-8pm),"San Francisco-Oakland-Fremont, CA",3404,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Minneapolis-St. Paul-Bloomington, MN-WI",1274,0.803
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Duluth, MN-WI",1274,0.018
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"St. Cloud, MN",1274,0.015
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Rochester, MN",1274,0.013
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Eau Claire, WI",1274,0.011
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Chicago-Joliet-Naperville, IL-IN-WI",1274,0.009
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Faribault-Northfield, MN",1274,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Fargo, ND-MN",1274,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Red Wing, MN",1274,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Milwaukee-Waukesha-West Allis, WI",1274,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Brainerd, MN",1274,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Des Moines-West Des Moines, IA",1274,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Kansas City, MO-KS",1274,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Mankato-North Mankato, MN",1274,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Los Angeles-Long Beach-Santa Ana, CA",1274,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Sioux Falls, SD",1274,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Hutchinson, MN",1274,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Tucson, AZ",1274,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Washington-Arlington-Alexandria, DC-VA-MD-WV",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Menomonie, WI",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Phoenix-Mesa-Glendale, AZ",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Owatonna, MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Grand Forks, ND-MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Omaha-Council Bluffs, NE-IA",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"New Ulm, MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Dallas-Fort Worth-Arlington, TX",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Cedar Rapids, IA",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Austin-Round Rock-San Marcos, TX",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Stevens Point, WI",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Atlanta-Sandy Springs-Marietta, GA",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Alexandria, MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Bismarck, ND",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Bemidji, MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"La Crosse, WI-MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Tulsa, OK",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Albert Lea, MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Waterloo-Cedar Falls, IA",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Seattle-Tacoma-Bellevue, WA",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Wausau, WI",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Fergus Falls, MN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Rapid City, SD",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Indianapolis-Carmel, IN",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"St. Louis, MO-IL",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"San Diego-Carlsbad-San Marcos, CA",1274,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Madison, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Lynchburg, VA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Lincoln, NE",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Lewiston-Auburn, ME",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Lebanon, NH-VT",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Lansing-East Lansing, MI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Scranton--Wilkes-Barre, PA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"San Antonio-New Braunfels, TX",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Riverside-San Bernardino-Ontario, CA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Pueblo, CO",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Pittsburgh, PA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Spokane, WA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Springfield, MO",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Staunton-Waynesboro, VA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Toledo, OH",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Watertown, SD",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Watertown-Fort Atkinson, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Willmar, MN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Winona, MN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Peoria, IL",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Pensacola-Ferry Pass-Brent, FL",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Oxford, MS",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"North Port-Bradenton-Sarasota, FL",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"New York-Northern New Jersey-Long Island, NY-NJ-PA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Nashville-Davidson--Murfreesboro--Franklin, TN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Muscatine, IA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Minot, ND",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Miami-Fort Lauderdale-Pompano Beach, FL",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Merrill, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Marshfield-Wisconsin Rapids, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Marshall, MN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Marinette, WI-MI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Manitowoc, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Ann Arbor, MI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Appleton, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Ashtabula, OH",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Baltimore-Towson, MD",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Baraboo, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Battle Creek, MI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Billings, MT",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Birmingham-Hoover, AL",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Boise City-Nampa, ID",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Brookings, SD",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Charlotte-Gastonia-Rock Hill, NC-SC",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Charlottesville, VA",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Dayton, OH",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Denver-Aurora-Broomfield, CO",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Detroit-Warren-Livonia, MI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Durham-Chapel Hill, NC",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Elkhart-Goshen, IN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"El Paso, TX",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Evansville, IN-KY",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Fairmont, MN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Fayetteville-Springdale-Rogers, AR-MO",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Lafayette, IN",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Findlay, OH",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Fort Collins-Loveland, CO",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Green Bay, WI",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Helena, MT",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Houston-Sugar Land-Baytown, TX",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),3: Afternoon (12noon-4pm),"Jacksonville, NC",1274,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Minneapolis-St. Paul-Bloomington, MN-WI",1084,0.864
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Duluth, MN-WI",1084,0.012
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"St. Cloud, MN",1084,0.008
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Chicago-Joliet-Naperville, IL-IN-WI",1084,0.007
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Mankato-North Mankato, MN",1084,0.007
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Eau Claire, WI",1084,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Rochester, MN",1084,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Brainerd, MN",1084,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Red Wing, MN",1084,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Menomonie, WI",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Los Angeles-Long Beach-Santa Ana, CA",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Milwaukee-Waukesha-West Allis, WI",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Grand Forks, ND-MN",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Fargo, ND-MN",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Des Moines-West Des Moines, IA",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Boston-Cambridge-Quincy, MA-NH",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Sioux Falls, SD",1084,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Appleton, WI",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Watertown, SD",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Detroit-Warren-Livonia, MI",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Hutchinson, MN",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Tampa-St. Petersburg-Clearwater, FL",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Dallas-Fort Worth-Arlington, TX",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Albert Lea, MN",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Faribault-Northfield, MN",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"Seattle-Tacoma-Bellevue, WA",1084,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,1: Weekday (M-F),4: Evening (4pm-8pm),"La Crosse, WI-MN",1084,0.002
